TM102,Robo-Advisory Services 2,AI & ML,FP012,AI,demo-bank-platform,P1,Y,TOC_II,TM102,Yes,ƒ?? New TM102,Robo-advisory services 2,PY+J21,TM038,99.90%,Covered
TM038,Diversified Portfolios,Financial Planning,,FP,demo-bank-services,P1,Y,TOC_II,TM038,No,ƒ?? Core,Diversified portfolios,J21,TM102,99.90%,Covered
TM038,Portfolio Rebalancing,Financial Planning,,FP,demo-bank-services,P1,Y,TOC_II,TM038,No,ƒ?? Core,Portfolio rebalancing,J21,TM102,99.90%,Covered
TM079,Risk Assessment Profiling,Financial Planning,,FP,demo-bank-services,P1,Y,TOC_II,TM079,No,ƒ?? Core,Risk assessment and profiling,J21+PY,TM080,99.90%,Covered
TM075,Investment Analytics,Analytics & Insights,,AI,demo-bank-analytics,P1,Y,TOC_II,TM075,No,ƒ?? Core,Investment analytics,J21,TM066,99.90%,Covered
TM085,Personalized Investment Plans,CX,,CX,demo-bank-analytics,P1,Y,TOC_II,TM085+TM102,No,ƒ?? Core,Personalized investment plans,J21+PY,TM080,99.90%,Covered
TM083,Tax Optimization,Core Banking,,CORE,demo-bank-core,P1,Y,TOC_II,TM083,No,ƒ?? Core,Tax optimization engine,J21,TM099,99.90%,Covered
TM103,ESG Investing,Analytics & Insights,,AI,demo-bank-platform,P2,Y,TOC_II,TM103,Yes,ƒ?? New TM103,ESG investing,J21,TM075,99.90%,Covered
TM038,Alternative Investments,Financial Planning,,FP,demo-bank-services,P1,Y,TOC_II,TM038,No,ƒ?? Core,Alternative investments,J21,TM102,99.90%,Covered
TM076,Real-time Market Data,Analytics & Insights,,AI,demo-bank-analytics,P1,Y,TOC_II,TM076,No,ƒ?? Core,Real-time market data,J21,TM075,99.90%,Covered
TM107,Automated Trading,Operations & Efficiency,,AI,demo-bank-platform,P1,Y,TOC_II,TM107,Yes,ƒ?? New TM107,Automated trading,PY+J21,TM080,99.90%,Covered
TM108,Compliance Regulatory Reporting,Security & Compliance,,SEC,demo-bank-security,P1,Y,TOC_II,TM108,No,ƒ?? Core,Compliance and regulatory reporting,J21,TM043,99.99%,Covered
TM099,Client Reporting,Core Banking,,CORE,demo-bank-core,P1,Y,TOC_II,TM099,No,ƒ?? Core,Client reporting,J21,TM035,99.90%,Covered
TM085,Goal-Based Investing,CX,,CX,demo-bank-analytics,P1,Y,TOC_II,TM085+TM102,No,ƒ?? Core,Goal-based investing,J21+PY,TM080,99.90%,Covered
TM038,Dynamic Asset Allocation,Financial Planning,,FP,demo-bank-services,P1,Y,TOC_II,TM038,No,ƒ?? Core,Dynamic asset allocation,J21,TM102,99.90%,Covered
TM080,AI ML for Investments,Analytics & Insights,,AI,demo-bank-analytics,P1,Y,TOC_II,TM080,No,ƒ?? Core,AI ML for investment management,PY,,99.90%,Covered
TM103,Sustainable Investing,Analytics & Insights,,AI,demo-bank-platform,P2,Y,TOC_II,TM103,Yes,ƒ?? New TM103,Sustainable investing,J21,TM075,99.90%,Covered
TM103,Impact Investing,Analytics & Insights,,AI,demo-bank-platform,P2,Y,TOC_II,TM103,Yes,ƒ?? New TM103,Impact investing,J21,TM075,99.90%,Covered
TM102,Digital Wealth Management,AI & ML,,AI,demo-bank-platform,P1,Y,TOC_II,TM102+TM038,Yes,ƒ?? New TM102,Digital wealth management,PY+J21,TM038,99.90%,Covered
TM109,Blockchain-based Investment Management,Payments,,PAY,demo-bank-payments,P1,Y,TOC_II,TM109,No,ƒ?? Core,Blockchain investment management,J21+PY,,99.90%,Covered
TM109,Blockchain Trade Finance Platforms,Trade Finance,,TF,demo-bank-services,P1,Y,TOC_II,TM109,No,ƒ?? Core,Blockchain trade finance,J21,TM092,99.90%,Covered
TM109,Smart Contracts Letters of Credit,Trade Finance,,TF,demo-bank-services,P1,Y,TOC_II,TM109,No,ƒ?? Core,Smart contracts for LC,J21,TM092,99.90%,Covered
TM096,Digital Identity KYC Trade,Security & Compliance,,SEC,demo-bank-security,P1,Y,TOC_II,TM096,No,ƒ?? Core,Digital identity KYC for trade,J21,TM043,99.90%,Covered
TM080,AI for Risk Assessment Trade,Analytics & Insights,,AI,demo-bank-analytics,P1,Y,TOC_II,TM080,No,ƒ?? Core,AI for trade risk assessment,PY,,99.90%,Covered
TM112,IoT Supply Chain Visibility,Channels,,DX,demo-bank-channels,P2,Y,TOC_II,TM112,No,ƒ?? Core,IoT for supply chain visibility,J21,TM060,99.90%,Covered
TM066,Cloud-based Trade Finance Platforms,Platform,,PLAT,demo-bank-platform,P1,Y,TOC_II,TM066,No,ƒ?? Core,Cloud-based trade finance,J21,,99.99%,Covered
TM108,RegTech for Compliance Trade,Security & Compliance,,SEC,demo-bank-security,P1,Y,TOC_II,TM108,No,ƒ?? Core,RegTech for trade compliance,J21,TM043,99.99%,Covered
TM111,Trade Finance as a Service,Open Banking,,AI,demo-bank-platform,P1,Y,TOC_II,TM111,Yes,ƒ?? New TM111,Trade Finance as a Service,J21,TM104,99.90%,Covered
TM109,DLT for Trade Finance,Payments,,PAY,demo-bank-payments,P1,Y,TOC_II,TM109,No,ƒ?? Core,DLT for trade finance,J21+PY,,99.90%,Covered
TM080,ML for Trade Finance Analytics,Analytics & Insights,,AI,demo-bank-analytics,P1,Y,TOC_II,TM080,No,ƒ?? Core,ML for trade finance analytics,PY,,99.90%,Covered
TM111,Digital Platforms Trade Finance Marketplaces,Open Banking,,AI,demo-bank-platform,P1,Y,TOC_II,TM111,Yes,ƒ?? New TM111,Trade finance marketplaces,J21,TM104,99.90%,Covered
TM109,Tokenization Trade Finance Assets,Payments,,PAY,demo-bank-payments,P1,Y,TOC_II,TM109,No,ƒ?? Core,Tokenization of trade assets,J21+PY,,99.90%,Covered
TM088,Real-time Payment Settlement Trade,Payments,,PAY,demo-bank-payments,P1,Y,TOC_II,TM088,No,ƒ?? Core,Real-time payment settlement,J21+Kafka,TM006,99.99%,Covered
TM090,Supply Chain Finance Solutions,Lending & Credit,,LEND,demo-bank-services,P1,Y,TOC_II,TM090,No,ƒ?? Core,Supply chain finance solutions,J21,TM022,99.90%,Covered
TM037,Trade Finance Insurance Guarantees,Financial Planning,,FP,demo-bank-services,P1,Y,TOC_II,TM037,No,ƒ?? Core,Trade finance insurance guarantees,J21,,99.90%,Covered
TM094,Progressive Web Apps,Channels,,DX,demo-bank-channels,P1,Y,TOC_II,TM094,No,ƒ?? Core,Progressive web apps PWA,J21+React,TM011,99.90%,Covered
TM094,Micro Frontends,Channels,,DX,demo-bank-channels,P1,Y,TOC_II,TM094,No,ƒ?? Core,Micro frontends architecture,J21+React,TM011,99.90%,Covered
TM094,SSR SSG,Channels,,DX,demo-bank-channels,P1,Y,TOC_II,TM094,No,ƒ?? Core,Server-side rendering static site gen,J21+React,TM011,99.90%,Covered
TM094,Component-Driven Development,Channels,,DX,demo-bank-channels,P1,Y,TOC_II,TM094,No,ƒ?? Core,Component-driven development,J21+React,TM011,99.90%,Covered
TM102,AI ML Frontend,Channels,,DX,demo-bank-channels,P1,Y,TOC_II,TM102+TM094,Yes,ƒ?? New TM102,AI ML in frontend,J21+React,TM094,99.90%,Covered
TM094,WebAssembly,Channels,,DX,demo-bank-channels,P1,Y,TOC_II,TM094,No,ƒ?? Core,WebAssembly support,J21+React,TM011,99.90%,Covered
TM094,Jamstack,Channels,,DX,demo-bank-channels,P1,Y,TOC_II,TM094,No,ƒ?? Core,Jamstack architecture,J21+React,TM011,99.90%,Covered
TM094,Responsive Design,Channels,,DX,demo-bank-channels,P1,Y,TOC_II,TM094,No,ƒ?? Core,Responsive design,J21+React,TM011,99.90%,Covered
TM066,Serverless Architecture,Platform,,PLAT,demo-bank-platform,P1,Y,TOC_II,TM066,No,ƒ?? Core,Serverless architecture,J21,,99.99%,Covered
TM066,Microservices Architecture,Platform,,PLAT,demo-bank-platform,P1,Y,TOC_II,TM066,No,ƒ?? Core,Microservices architecture,J21,,99.99%,Covered
TM080,AI ML Backend Integration,Platform,,PLAT,demo-bank-platform,P1,Y,TOC_II,TM080,No,ƒ?? Core,AI ML backend integration,PY,,99.99%,Covered
TM066,Containerization Orchestration,Platform,,PLAT,demo-bank-platform,P1,Y,TOC_II,TM066,No,ƒ?? Core,Containerization orchestration,J21,,99.99%,Covered
TM112,Edge Computing,Platform,,PLAT,demo-bank-platform,P2,Y,TOC_II,TM112,No,ƒ?? Core,Edge computing,J21,,99.90%,Covered
TM066,New Programming Languages Frameworks,Platform,,PLAT,demo-bank-platform,P1,Y,TOC_II,TM066,No,ƒ?? Core,New programming languages,J21,,99.99%,Covered
TM061,Cybersecurity Backend,Platform,,PLAT,demo-bank-platform,P1,Y,TOC_II,TM061,No,ƒ?? Core,Cybersecurity backend,J21,,99.99%,Covered
TM065,API-Driven Development,Platform,,PLAT,demo-bank-platform,P1,Y,TOC_II,TM065,No,ƒ?? Core,API-driven development,J21,,99.99%,Covered
TM085,Hyper-Personalization,CX,,CX,demo-bank-analytics,P1,Y,TOC_II,TM085,No,ƒ?? Core,Hyper-personalization,J21+PY,TM080,99.90%,Covered
TM085,Personalized Financial Insights 2,CX,,CX,demo-bank-analytics,P1,Y,TOC_II,TM085,No,ƒ?? Core,Personalized financial insights 2,J21+PY,TM080,99.90%,Covered
TM094,Customizable Dashboards 2,Channels,,DX,demo-bank-channels,P1,Y,TOC_II,TM094,No,ƒ?? Core,Customizable dashboards 2,J21+React,TM011,99.90%,Covered
TM036,Reward Programs,CX,,CX,demo-bank-analytics,P1,Y,TOC_II,TM036,No,ƒ?? Core,Reward programs,J21,TM085,99.90%,Covered
TM094,Gamification Financial Services,Channels,,DX,demo-bank-channels,P1,Y,TOC_II,TM094,No,ƒ?? Core,Gamification of financial services,J21+React,TM085,99.90%,Covered
TM094,Budgeting Expense Tracking,Channels,,DX,demo-bank-channels,P1,Y,TOC_II,TM094,No,ƒ?? Core,Budgeting and expense tracking,J21+React,TM011,99.90%,Covered
TM103,Green Finance,Sustainable Finance,,SUS,demo-bank-platform,P2,Y,TOC_II,TM103,Yes,ƒ?? New TM103,Green finance,J21,TM075,99.90%,Covered
TM103,Sustainable Ethical Banking,Sustainable Finance,,SUS,demo-bank-platform,P2,Y,TOC_II,TM103,Yes,ƒ?? New TM103,Sustainable ethical banking,J21,TM075,99.90%,Covered
TM103,ESG Factors,Sustainable Finance,,SUS,demo-bank-platform,P2,Y,TOC_II,TM103,Yes,ƒ?? New TM103,ESG factors tracking,J21,TM075,99.90%,Covered
TM109,Green Cryptocurrencies,Sustainable Finance,,SUS,demo-bank-payments,P2,Y,TOC_II,TM109,No,ƒ?? Core,Green cryptocurrencies,J21+PY,,99.90%,Covered
TM101,Increased Accessibility,Financial Inclusion,,FIN,demo-bank-services,P1,Y,TOC_II,TM101,Yes,ƒ?? New TM101,Increased accessibility,PY+J21,,99.90%,Covered
TM103,Sustainable Finance,Financial Inclusion,,FIN,demo-bank-services,P2,Y,TOC_II,TM103,Yes,ƒ?? New TM103,Sustainable finance,J21,TM075,99.90%,Covered
TM061,Quantum Computing,Emerging Tech,,EMG,demo-bank-platform,P3,Y,TOC_II,TM061,No,ƒ?? Core,Quantum computing research,J21,,99.90%,Covered
TM112,5G Edge Computing,Emerging Tech,,EMG,demo-bank-platform,P2,Y,TOC_II,TM112,No,ƒ?? Core,5G and edge computing,J21,,99.90%,Covered
TM107,Autonomous Finance,Emerging Tech,,EMG,demo-bank-platform,P1,Y,TOC_II,TM107,Yes,ƒ?? New TM107,Autonomous finance,PY+J21,,99.90%,Covered
TM102,Generative AI 2,Emerging Tech,,EMG,demo-bank-platform,P1,Y,TOC_II,TM102,Yes,ƒ?? New TM102,Generative AI 2,PY+J21,TM080,99.90%,Covered
TM112,AR for Financial Services,Emerging Tech,,EMG,demo-bank-channels,P3,Y,TOC_II,TM112,No,ƒ?? Core,Augmented reality for financial services,J21,TM094,99.90%,Covered
TM107,Agentic AI 2,Emerging Tech,,EMG,demo-bank-platform,P1,Y,TOC_II,TM107,Yes,ƒ?? New TM107,Agentic AI 2,PY+J21,,99.90%,Covered
TM107,Multi-Agent Systems,Emerging Tech,,EMG,demo-bank-platform,P1,Y,TOC_II,TM107,Yes,ƒ?? New TM107,Multi-agent systems,PY+J21,,99.90%,Covered
TM107,Physical AI,Emerging Tech,,EMG,demo-bank-platform,P1,Y,TOC_II,TM107,Yes,ƒ?? New TM107,Physical AI,PY+J21,,99.90%,Covered
TM111,Embedded Finance 3,Emerging Tech,,EMG,demo-bank-platform,P1,Y,TOC_II,TM111,Yes,ƒ?? New TM111,Embedded finance 3,J21,TM104,99.90%,Covered
TM109,Decentralized Finance DeFi,Emerging Tech,,EMG,demo-bank-payments,P1,Y,TOC_II,TM109,No,ƒ?? Core,Decentralized Finance DeFi,J21+PY,,99.90%,Covered
TM103,Sustainable Finance 2,Emerging Tech,,EMG,demo-bank-platform,P2,Y,TOC_II,TM103,Yes,ƒ?? New TM103,Sustainable finance 2,J21,TM075,99.90%,Covered
